0.001414 0.001414
0.004243 0.004243
0.008485 0.008485
0.014142 0.014142
0.021213 0.021213
0.029698 0.029698
0.039598 0.039598
0.050912 0.050912
0.063640 0.063640
0.077782 0.077782
0.093338 0.093338
0.110308 0.110308
0.128693 0.128693
0.148492 0.148492
0.169705 0.169705
0.192332 0.192332
0.216374 0.216374
0.241830 0.241830
0.268699 0.268699
0.296983 0.296983
0.326682 0.326682
0.357794 0.357794
0.390320 0.390320
0.424261 0.424261
0.459616 0.459616
0.496385 0.496385
0.534568 0.534568
0.574165 0.574165
0.615177 0.615177
0.657602 0.657602
0.701442 0.701442
0.746696 0.746696
0.793364 0.793364
0.841446 0.841446
0.890942 0.890942
0.941852 0.941852
0.994176 0.994176
1.047915 1.047915
1.103067 1.103067
1.159634 1.159634
1.217614 1.217614
1.277009 1.277009
1.337817 1.337817
1.400040 1.400040
1.463677 1.463677
1.528728 1.528728
1.595192 1.595192
1.663071 1.663071
1.732364 1.732364
1.803071 1.803071
1.875191 1.875191
1.948726 1.948726
2.023675 2.023675
2.100037 2.100037
2.177814 2.177814
2.257004 2.257004
2.337609 2.337609
2.419627 2.419627
2.503059 2.503059
2.587905 2.587905
2.674165 2.674165
2.761839 2.761839
2.850926 2.850926
2.941428 2.941428
3.033343 3.033343
3.126672 3.126672
3.221415 3.221415
3.317572 3.317572
3.415142 3.415142
3.514127 3.514127
3.614525 3.614525
3.716336 3.716336
3.819562 3.819562
3.924201 3.924201
4.030254 4.030254
4.137720 4.137720
4.246600 4.246600
4.356894 4.356894
4.468602 4.468602
4.581723 4.581723
4.696258 4.696258
4.812206 4.812206
4.929568 4.929568
5.048344 5.048344
5.168533 5.168533
5.290135 5.290135
5.413151 5.413151
5.537581 5.537581
5.663424 5.663424
5.790681 5.790681
5.919351 5.919351
6.049434 6.049434
6.180931 6.180931
6.313841 6.313841
6.448165 6.448165
6.583902 6.583902
6.721052 6.721052
6.859616 6.859616
6.999593 6.999593
7.140983 7.140983
7.283787 7.283787
7.428004 7.428004
7.573634 7.573634
7.720677 7.720677
7.869134 7.869134
8.019003 8.019003
